사진,이름,학명,영명,과명,원산지,냄새,독성,관리수준,생장속도,생육온도,습도,비료,물주기,병충해 관리 정보,기능성정보,관리요구도,분류,생육형태,정원구성,생태,잎무늬,잎색,과일색,번식방법,광요구도,배치장소,병해충
http://www.nongsaro.go.kr/cms_contents/301/18652_MF_REPR_ATTACH_01_TMB.jpg,브룬펠시아,Brunfelsia australis Bench,yesterday today and tomorrow,가지과,브라질,강함,0,초보자,빠름,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,"실내에서 아기자기한 여러 가지 색의 꽃들이 은은한 향기를 뿜어내는 사랑스러운 나무이다. 처음 꽃이 필 때는 진보라색이지만 차츰 연보라색으로 변하여 최종에는 흰색으로 바뀐다. 햇빛과 통풍이 필요하며 물을 너무 자주 주면 잎이 마르듯이 우수수 떨어진다. 브룬펠시아의 개화습성은 새로운 가지에서 다시 꽃이 맺히므로 꽃이 진 가지를 전정해 주면 더 많은 꽃을 볼 수 있다. 향이 짙으므로 밀폐된 공간에서 너무 오래 향기를 맡지 말고 환기를 시켜준다. 원래는 아메리카 원산의 상록 관목이며 30여 종이 알려져 있다. 미국브룬펠시아(lady-of-the night : B. americana)는 서인도 원산이고 높이 2.4m에 달한다. 잎은 넓은 달걀 모양에서 달걀을 거꾸로 세운 듯한 모양이며 길이 10cm이다. 꽃은 대개 1개씩 달리고 흰색이지만 노란색으로 변하며 지름 5cm, 길이 10cm이고 밤에 향기가 강하다. 꽃받침은 짧고 열매는 장과로서 지름 2cm 내외이며 노란색으로 익는다.",필요함,잎&꽃보기식물,관목형,"상층목,중층목",일반형,기타 (무늬없음 등),"녹색, 연두색",0,"삽목,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/18655_MF_REPR_ATTACH_01_TMB.jpg,브리세아,Vriesea,flaming sword,파인애플과,브라질 동남부,거의 없음,0,초보자,빠름,21~25℃,40 ~ 70%,비료를 보통 요구함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),0,"약 250종이 자생한다. 주로 착생종이고 대형의 지생종인 것도 있다. 엽수가 많으며 활모양으로 뻗고 가죽질인 것이 많다. 잎 가장자리에는 가시가 없다. 꽃은 수상화서로 2열로 편평하게 붙는 것이 많다. 포는 단단한 다육질이고 적색, 녹색, 황색이며, 꽃은 주로 황, 백, 녹색이다. 아나나스류 중에서 에크메아속과 더불어 재배상 중요한 위치를 차지한다.",필요함,잎&꽃보기식물,로제트형,하층목,일반형,"줄무늬,기타 (무늬없음 등)","녹색, 연두색,흰색, 크림색",0,분주,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/18695_MF_REPR_ATTACH_01_TMB.JPG,비젯티접란,Chlorophytum bichetii,"St. Bernard lily, spider plant",백합과,"가봉, 인도 남부, 중국 남부",약함,N/A,0,0,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,0,보통 (약간 잘 견딤),잎보기식물,"풀모양,로제트형","하층목,지피식물","일반형,수경형",줄무늬,"녹색, 연두색,흰색, 크림색",0,분주,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/18697_MF_REPR_ATTACH_01_TMB.JPG,비타툼접란,Chlorophytum comosum var. vittatum,"ribbon plant, spider plant, walking anthericum",백합과,남아프리가 원산종의 변종,약함,Unknown,0,0,21~25℃,40% 미만,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,"온실가루이, 개각충, 응애, 진딧물","Uses: Container, Ground cover Soil Type: A GOOD general purpose potting soil (a soil that retains water yet drains well) will suffice. Check purchased soil to see that it is well aerated and add sand or perlite and peat moss if it seems to pack too tightly. Give the plants a chance to settle in before going back to whatever fertilization program has been successful for you. If you want to mix your own take: 1 part garden soil, 1 part coarse sand or perlite, 1 part moist peat or humus (leaf mold) and a light dusting of lime. Always use a pot with a hole. Growth Rate: Average Growing Ease: Will grow for anybody",보통 (약간 잘 견딤),잎보기식물,"풀모양,로제트형","하층목,지피식물","일반형,수경형",줄무늬,"녹색, 연두색,흰색, 크림색",0,분주,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/19448_MF_REPR_ATTACH_01_TMB.jpg,산세베리아,Sansevieria trifasciata,"mother in law's tongue, snake plant",백합과,남아프리카,약함,0,초보자,빠름,21~25℃,40 ~ 70%,비료를 거의 요구하지않음,토양 표면이 말랐을때 충분히 관수함,0,"산세베리아는 이탈리아 산 세베로의 왕자 라이문도 디 산그로(Raimondo di Sangro, 1710~1771)를 기리기 위해 붙인 이름이다. 공기정화식물로 인기 있는 산세베리아는 대표적인 CAM식물이다. 그러나 개나 고양이와 같은 애완동물이 섭취했을 경우는 구토나 설사를 일으킬 수 있으므로 조심해야 한다. 이 식물의 영어 이름이 ‘시어머니의 혀’인 것은 꼿꼿하게 자라면서 가죽처럼 잎이 질기기 때문에 붙여진 이름이다. 실내에서 꽃 피기는 상당히 어렵지만, 환경이 좋으면 흰빛에 가까운 옅은 그린색의 작은 꽃들이 핀다. 품종은 여러 종류가 있지만 가장자리에 노란 테두리가 있는 종이 가장 보편적으로 이용되고 있다. 과습하지 않더라도 실내 온도가 10℃ 이하인 경우 썩는 원인이 된다. 특히 삽목 후 온도 관리에 주의해야 한다.",낮음 (잘 견딤),잎보기식물,다육형,"중층목,하층목",건조형,"줄무늬,기타 (무늬없음 등)","녹색, 연두색,금색, 노란색,흰색, 크림색",0,"삽목,분주","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,총채벌레,개각충"
http://www.nongsaro.go.kr/cms_contents/301/19449_MF_REPR_ATTACH_01_TMB.jpg,산세베리아 '골든 하니',Sansevieria trifasciata ‘Golden Hahnii’,golden bird’s nest,백합과,열대 서부아프리카 원산종의 변종,거의 없음,0,초보자,느림,21~25℃,40 ~ 70%,비료를 거의 요구하지않음,토양 표면이 말랐을때 충분히 관수함,0,"연중 빛이 좋은 반그늘에서 잘 자란다. 그러나 여름철에 너무 강한 직사광선은 피하는 것이 좋다. 겨울에 냉해를 입으면 아래쪽이 허물거리면서 썩어버리는데, 마치 관수를 너무 많이 하여 나타나는 현상처럼 보인다.",낮음 (잘 견딤),잎보기식물,다육형,하층목,건조형,줄무늬,"녹색, 연두색,흰색, 크림색",0,분주,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19451_MF_REPR_ATTACH_01_TMB.jpg,산호수,Ardisia pusilla,Small coralberry,자금우과,"한국,중국, 일본, 타이완, 인도",약함,0,초보자,빠름,16~20℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,"자금우, 백량금과 함께 자금우과에 속하며 빨간 열매가 인상적인 덩굴식물이다. 잎에 무늬가 있는 산호수도 있지만 무늬종은 일반종에 비해 열매가 잘 열리지 않는 특징이 있다. 꽃, 열매, 잎 모두 다 관상가치가 있으며 키우기 쉬운 관엽 식물이다. 산호 중에서도 가장 비싼 것이 적색 산호인데, 산호수의 열매가 적색산호의 빛깔과 닮아있어 산호수라는 이름이 붙었다고 한다.",낮음 (잘 견딤),"잎&꽃보기식물,열매보기식물","관목형,덩굴성",하층목,일반형,기타 (무늬없음 등),"녹색, 연두색",빨강색,"파종,삽목,분주","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19452_MF_REPR_ATTACH_01_TMB.jpg,삼색데코라고무나무,Decora elastica 'Decora Tricolor',rubber tree,뽕나무과,열대아시아 원산종의 변종,거의 없음,0,초보자,느림,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,고무나무라는 이름은 고무와 유사한 라텍스를 함유하고 있는 두껍고 가죽처럼 느껴지는 잎에서 유래되었다. 크림색이 잎 가장자리에 들어가 있어 고급스럽고도 편안한 느낌의 실내 관엽 식물이다.,보통 (약간 잘 견딤),잎보기식물,"직립형,관목형","상층목,중층목",일반형,"점무늬,잎 가장자리 무늬","녹색, 연두색,흰색, 크림색,빨강, 분홍, 자주색,여러색 혼합",0,삽목,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19453_MF_REPR_ATTACH_01_TMB.jpg,상록넉줄고사리 '후마타',Humata tyermannii (Davallia griffithiana),"squirrel's (bear's, white rabbit's) foot fern",고사리과,"열대아시아, 말레이시아",거의 없음,0,초보자,빠름,16~20℃,70% 이상,비료를 보통 요구함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),"습기가 많아서 민달팽이에 침해되기 쉬우므로 민달팽이가 붙으면 약을 뿌려 주도록 하고 과습에 의한 곰팡이병도 문제가 된다. 또, 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다.","너무 습기가 많으면 민달팽이의 피해와 곰팡이병이 생기지만 너무 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다. 그러나 거미발만 살아있다면 언제든지 새 순을 낼 수 있다.",보통 (약간 잘 견딤),잎보기식물,풀모양,하층목,일반형,기타 (무늬없음 등),"녹색, 연두색",0,"삽목,분주","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/19455_MF_REPR_ATTACH_01_TMB.jpg,새우란,Calanthe discolor spp.,Calanthe,난초과,"한국, 일본, 중국",중간,0,경험자,느림,21~25℃,40 ~ 70%,꽃이 진 후 시비,토양 표면이 말랐을때 충분히 관수함,0,"대부분의 서양난이 착생란인데 비하여 동양란은 지생란이 많다. 제주도나 일본의 숲 속에서도 자라며 높이 30~50cm, 뿌리줄기는 옆으로 뻗는다. 뿌리줄기의 모양이 새우를 닮아 새우란이라고 하며 뿌리는 강장제로도 사용된다. 꽃이 아름답고 재배가 쉬운 편이다. 봄에 꽃이 지고나면 화분 위에 깻묵 덩이를 2~3개 얹어 주거나 영양제를 주어 이듬해에도 꽃이 잘 필 수 있도록 한다. 새우란은 음지 식물이지만 실내에서 재배할 때는 밝은 곳에 둔어야 꽃이 잘 핀다. 화분흙은 물 빠짐이 좋은 마사토나 마사토와 밭흙을 8:2의 비율로 섞어 사용한다.",필요함,꽃보기식물,로제트형,하층목,일반형,기타 (무늬없음 등),"녹색, 연두색",0,분주,"중간 광도(800~1,500 Lux)","발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/19457_MF_REPR_ATTACH_01_TMB.jpg,석창포,Acorus gramineus,"Japanese sweet flag, Dwarf sedge, Japanese rush",천남성과,중앙 동부아시아,중간,0,초보자,느림,16~20℃,40 ~ 70%,비료를 보통 요구함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),0,"냇가에서 자라는 다년초로서 근경은 옆으로 뻗으며 마디가 많고 밑부분에서 수염뿌리가 돋으며, 땅속에 들어간 근경은 마디사이가 길며 백색이지만 지상으로 나온 것은 마디사이가 짧고 녹색이다. 잎은 근경 끝에 총생하며 길이 30∼50cm. 나비2∼8mm로 전체가 대검 비슷한 선형 수상이며 화서는 6-7월에 화경 옆에 달리고 연한 황색 꽃이 화축면에서 밀생한다. 근경은 진통, 진정 및 건위제로 사용되며 목욕탕에서도 사용한다.",낮음 (잘 견딤),잎보기식물,"풀모양,로제트형","하층목,지피식물","일반형,수경형",기타 (무늬없음 등),"녹색, 연두색",0,분주,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",응애
http://www.nongsaro.go.kr/cms_contents/301/19460_MF_REPR_ATTACH_01_TMB.jpg,세네시오 라디칸스,Senecio radicans,"String of pearls, Necklace plant",국화과,남아프리카,약함,0,초보자,빠름,21~25℃,40% 미만,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,"녹영이 둥근 구슬을 꿴 모양이라면, 세네시오 라디칸스는 작은 녹색 바나나를 줄에 꿰어놓은 형상의 다육식물이다. 다육질의 다년초로 잎은 호생하며 짧은 엽병이 있다. 잎의 길이는 2-3cm 정도로 선단이 위로 향하며 초생달 모양으로 바깥쪽에 암녹색의 세로줄 무늬가 있다. 꽃은 흰색으로 향기가 나며 잎은 약용으로 쓰인다. 낮은 온도에서도 잘 견디는 편이나 계속적인 생장을 위해서는 야간 온도를 13℃이상은 유지해야 한다. 행잉바스켓용으로 좋다.",필요함,잎보기식물,"덩굴성,다육형","하층목,지피식물","일반형,건조형",기타 (무늬없음 등),"녹색, 연두색",0,"삽목,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","진딧물,응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19663_MF_REPR_ATTACH_01_TMB.jpg,세이프릿지 야자,Chamaedorea seifrizii Burret,reed palm,야자과,"멕시코, 중앙아메리카",약함,줄기에 검은색의 열매가 맺히지만 독성이 있으므로 먹지 않는 것이 좋다.,0,0,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,최대 2m 정도 자라며 모양이 가늘고 호리호리한 줄기들이 모여 하나의 다발을 이루는 형태를 갖는다. 줄기는 대나무와 비슷하며 황갈색의 섬유질로 싸여있다. 주황빛을 띄는 줄기에 검은색의 열매가 맺히지만 독성이 있으므로 먹지 않는 것이 좋다. 생장이 매우 빠른편으로 반양지에서 직사광선을 피하여 기르는 것이 좋지만 광량이 너무 적으면 잎이 전체적으로 처지고 모양이 흐트러진다. 물은 화분구멍으로 흘러나올 만큼 흠뻑 주며 하루에 한 두 차례 엽면에 스프레이로 뿌려 줄 경우 외관을 유지하는데 도움이 된다. 1989년 나사에서 발표한 50종의 우수실내정화식물 중 하나로 증산작용이 뛰어나고 휘발성 화학물질 제거 능력이 매우 우수하여 공기 정화식물로 인기가 높다.,필요함,잎보기식물,관목형,"상층목,중층목",일반형,기타 (무늬없음 등),"녹색, 연두색",검정색,"파종,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19696_MF_REPR_ATTACH_01_TMB.jpg,셀라기넬라,Selaginella,"blue-green peacock fern, spike moss",부처손과,"멕시코 우림지대, 남아프리카",0,0,0,보통,21~25℃,70% 이상,"비료를 보통 요구함 (2회/년, 4월, 7월)",흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),"깍지벌레, 응애","줄기와 잎이 향나무 가지와 비슷하고, 수태같이 생기기도 하다. 줄기가 연해 누워 자라고 줄기에 뿌리가 내리며 자란다. 포기는 밀집해서 소복하게 모여 자라고 잎은 밝은 녹색 또는 연녹색으로 비늘같이 부드러운 짧은 잎이 나 있다. 원산은 1과 1속으로 세계에 700종이 나며 주로 열대 우림지대에 자생하며 일본에 16종이 나고 한국에 6종이 난다. 화훼 장식 재료로 일반적으로 사용 되지는 않으나 작품의 밑 부분을 가려야 한다든지 수반화 아랫부분에 쓰여 작품의 아름다움을 더한다.",필요함,잎보기식물,풀모양,"하층목,지피식물",일반형,기타 (무늬없음 등),"녹색, 연두색",0,"삽목,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19701_MF_REPR_ATTACH_01_TMB.jpg,소철,Cycas revoluta,"cycad, sago cycas, sago palm, Japanese fern palm, Japanese sago palm",소철과,"한국, 일본, 중국남부, 인도네시아(자바 섬)",거의 없음,0,초보자,0,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,"개각충, 응애","Skill Level: Beginner Exposure: Full sun Soil type: Well-drained/light **Despite its common name, this plant is not in fact a palm but in fact a cycad. Originally from Japan and Korea, it has been cultivated for centuries. It's undemanding and easy to care for, and can also be kept as a long-lived house plant. It has a reputation for being slow-growing, but it will often suddenly swing into action and grow several new leaves within a matter of weeks. A sago palm make a great addition to a summer patio, but larger specimens can also be planted out into the garden. Mature plants can withstand quite severe frosts, but do insulate any younger plants against cold weather. ##Soil Type: A GOOD general purpose potting soil (a soil that retains water yet drains well) will suffice. Check purchased soil to see that it is well aerated and add sand or perlite and peat moss if it seems to pack too tightly. Give the plants a chance to settle in before going back to whatever fertilization program has been successful for you. If you want to mix your own take: 1 part garden soil, 1 part coarse sand or perlite, 1 part moist peat or humus (leaf mold) and a light dusting of lime. Always use a pot with a hole.",낮음 (잘 견딤),잎보기식물,직립형,"상층목,중층목",건조형,기타 (무늬없음 등),"녹색, 연두색",0,"파종,분주,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19703_MF_REPR_ATTACH_01_TMB.jpg,소피아 고무나무,Ficus elastica 'Sofia',Ficus sofia,뽕나무과,0,거의 없음,0,0,보통,0,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,고무식물은 고무질을 생산하는 식물로 전 세계의 400종 이상 알려져 있는데 한국에서 흔히 고무나무라고 하는 것은 인도고무나무이다. 인도고무나무는 고무를 채취할 목적보다는 관상식물로 정원에 심거나 화분에 심어 실내장식용에 쓰이고 있다. 소피아 고무나무는 인도고무나무를 개량한 품종으로 일반적인 멜라닌 고무나무 보다 잎이 크다. 강한 직사광선을 피하되 실내의 밝은 곳에서 재배하고 실내습도를 40~70% 유지하며 깍지벌레와 응애와 같은 병충해를 조심해야 한다. 넓은 잎에 먼지가 쌓이면 식물의 호흡작용에 장해를 받아 생육에 영향을 미치므로 젖은 헝겊으로 잎을 닦아준다.,필요함,잎보기식물,"직립형,관목형","상층목,중층목",일반형,기타 (무늬없음 등),"녹색, 연두색",0,"삽목,취목","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19704_MF_REPR_ATTACH_01_TMB.jpg,솔레이롤리아,Soleirolia soleirolii,"Mind your own business, baby's tears, irish moss",쐐기풀과,이탈리아(사르데냐 섬),0,0,0,보통,16~20℃,40 ~ 70%,비료를 보통 요구함,화분 흙 대부분 말랐을때 충분히 관수함,0,내한성이 강한 상록 여러해살이풀로 키는 약 5cm이며 줄기는 붉은색으로 30cm정도 뻗어 나간다. 둥근 작은 잎이 촘촘히 달려있고 흰색 작은 꽃이 피며 생명력이 강해 실내적응력이 뛰어나다. 관수는 화분에 흙이 말랐을 때 하며 잎이나 줄기에 물이 닿으면 곰팡이 병이 생길 수 있어 물을 줄때에는 저면관수 한다.,낮음 (잘 견딤),잎보기식물,풀모양,지피식물,일반형,기타 (무늬없음 등),"녹색, 연두색",0,"삽목,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/19706_MF_REPR_ATTACH_01_TMB.jpg,수박페페로미아,Peperomia sandersii,"watermelon peperomia, watermelon begonia",후추과,중앙 아메리카,거의 없음,0,경험자,보통,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,"수박 페페로미아는 자일렌 제거량이 ‘중’등급이고, 포름알데히드 제거량은 ‘중상’등급으로 우수한 공기정화식물이다. 새집증후군 원인물질인 자일렌과 포름알데히드의 제거효과가 우수하나, 빛을 너무 적게 받으면 도장(웃자람)하고 실내에서 재배할 때 습도 40~70%를 유지해야한다. 추위에 약해 겨울철 온도관리에 주의하고 부엽토성분의 배수가 잘되는 토양에 심는다. 깍지벌레 응애와 같은 병충해에 주의한다.",필요함,잎보기식물,풀모양,지피식물,일반형,줄무늬,"녹색, 연두색,흰색, 크림색",0,삽목,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19709_MF_REPR_ATTACH_01_TMB.jpg,수박필레아,Pilea cadierei,Aluminum plant,쐐기풀과,"베트남, 멕시코",거의 없음,0,0,0,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,"온실가루이, 응애",잎 위쪽에 성긴 톱니가 있는 타원형 잎 표면에 규칙적인 은색 무늬가 있다.,특별 관리 요구,잎보기식물,"관목형,풀모양",하층목,일반형,점무늬,"녹색, 연두색,은색, 회색",0,"삽목,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/19711_MF_REPR_ATTACH_01_TMB.jpg,수염 틸란드시아,Tillandsia usneoides,spanish moss,파인애플과,"미국 남동부, 중부, 아르헨티나 중부",거의 없음,0,경험자,느림,21~25℃,70% 이상,비료를 거의 요구하지않음,0,0,0,필요함,잎보기식물,덩굴성,"상층목,중층목",일반형,기타 (무늬없음 등),"녹색, 연두색,은색, 회색,기타",0,"삽목,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",0
http://www.nongsaro.go.kr/cms_contents/301/19713_MF_REPR_ATTACH_01_TMB.jpg,숙근이베리스,Iberis sempervirens,"Evergreen candytuft, Perennial candytuft",봉선화과,지중해 연안,약함,0,경험자,느림,21~25℃,40 ~ 70%,0,토양 표면이 말랐을때 충분히 관수함,0,0,필요함,잎&꽃보기식물,관목형,하층목,일반형,기타 (무늬없음 등),"녹색, 연두색",0,삽목,"높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","진딧물,응애"
http://www.nongsaro.go.kr/cms_contents/301/19715_MF_REPR_ATTACH_01_TMB.jpg,쉐플레라 '홍콩',Schefflera arboricola,"queensland umbrella tree, octopus tree, dwarf umbrella tree, parasol plant, star leaf",두릅나무과,"뉴질랜드, 오스트레일리아, 뉴기니 자바, 대만",거의 없음,0,초보자,0,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,"깍지벌레, 개각충, 진딧물","홍콩야자라고 알려진 쉐플레라 ‘홍콩’은 실내공기정화력이 우수한, 특히 담배연기를 잘 흡수하는 식물로 알려져 있으며 키가 큰 종류의 쉐플레라와 키가 작은 왜성종 쉐플레라가 있다. 물 꽂이 화분에 심어도 뿌리가 내리는 적응력이 강한 식물이지만, 추위에는 약하다. 수건으로 잎을 닦아 주면 잎에서 윤기가 생겨 관상하기 좋다.",보통 (약간 잘 견딤),잎보기식물,"직립형,관목형","상층목,중층목",일반형,기타 (무늬없음 등),"녹색, 연두색",0,"파종,삽목","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/19716_MF_REPR_ATTACH_01_TMB.jpg,스킨답서스,Epipremnum aureum,"scindapsus, devils ivy, goden pothos, hunter’s robe",천남성과,"솔로몬군도, 인도네시아(자바 섬)",거의 없음,0,0,0,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,"깍지벌레, 총채벌레",에코플렌트 중에서 가장 관리가 쉽고 잘 자라는 식물로 병해충에 대한 강한 저항성을 갖고 있다. 실내관엽 식물중 일산화탄소 제거능이 우수하여 주방의 기능성 식물로 알려진 종으로 어두운 곳에서도 잘 적응한다. 약 40m 길이까지 자랄 수 있는 덩굴성으로 행잉으로 이용하며 기근을 갖는다. 여러무늬 종들이 있으며 공기 정화력도 가지고 있다. 칼슘옥살레이트 성분을 가지고 있어 애완동물에게는 독성이 있다. 수경재배가 가능하여 줄기를 잘라 물꽂이 삽목하여 재배한다. 반음지에서 잘 자라며 겨울철에는 충분히 빛을 받게 하면서 물은 적게준다.,보통 (약간 잘 견딤),잎보기식물,덩굴성,"하층목,지피식물","일반형,수경형",기타 (무늬없음 등),"녹색, 연두색",0,삽목,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
